review_text,rating,actual_sentiment,predicted_lr,predicted_nb
Just received this item. Looks sturdy. It looks sturdier and better than the original that came with the Press. I like the center ring. Now not getting loose grinds in my coffee.,5.0,Positive,Positive,Positive
Good quality structure. Doesn't fit snug as original.,3.0,Neutral,Positive,Positive
"Design is super cute, however, the white metal is different shades. My 2 smaller covers have a pink tint.",2.0,Negative,Negative,Positive
purchased for replacement of LG LT700P.  does not fit properly.  leaks.,1.0,Negative,Negative,Negative
These 2 little items fixed my 2 year old Summerset outdoor refrigerator.  Parts fit exactly right and fixed in little as 5 minutes.,5.0,Positive,Positive,Positive
The filters do not wick correctly  Resulting in very little humidity  going 2 days or more on one water fill  With the correct filters it uses a tank of water per day I replace with new filters and it works correctly,1.0,Negative,Negative,Positive
The lock worked beautifully!  I was amazed at how quickly the adhesive set.  Fantastic!  Thanks for the peace of mind.,5.0,Positive,Positive,Positive
I was looking for one mini fridge. I am very glad bought this one. I put it  in my garage. It is very convenient to get the drinks and the ice cream without keep going inside of my house. Our neighbors like watching the football game together. We can enjoy the cold drinks when we are chatting with each other. It works good. The size is perfect for us.,5.0,Positive,Positive,Positive
"These pads are a necessity in keeping the dryer running properly. My suggestion is to order several at a time, as it doesn't add to the shipping costs. The only issue I have is they are a bit time consuming to clean and you need some patience to do that. I find a medium sanding sponge does the trick in removing the lint for a basically clean pad. They really only lasts about 10 - 15 loads, so stock up!",4.0,Positive,Positive,Positive
"Plástico grueso, fácil de montar",5.0,Positive,Positive,Positive
"This was eggcellent!!!! I entertain alot, and was happy to find a container that is strudy, easy to clean and holds a good number of eggs .",5.0,Positive,Positive,Positive
"I bought this for packing deviled eggs for our summer cookouts. Perfect size, holds up during travel, and easy to clean!",5.0,Positive,Positive,Positive
Se ajustan perfectamente,5.0,Positive,Positive,Positive
It was great. Everything meant my expectations.,5.0,Positive,Positive,Positive
"Good filter, good price, good company. Will order future replacement filters from here",5.0,Positive,Positive,Positive
Great product<br />Easy to install,5.0,Positive,Positive,Positive
"The cooktop does not fit and I am having trouble returning, which is not used still in the box. I will not order anything ever on Amazon that is third party.",1.0,Negative,Negative,Negative
Easy to assemble but bars are very thin & bend easily when lifting a washer onto it. With stronger bars would be 5 star. Ours bent...,3.0,Neutral,Positive,Positive
Simple installation and it really works,5.0,Positive,Positive,Positive
This product is a little flimsy and not the best quality. I would have chosen to pay a little more for a better quality product,2.0,Negative,Positive,Positive
This works perfectly,4.0,Positive,Positive,Positive
This will not fit even though the number on the package matches what I need. Lots of bad ratings. I can't recommend this product.,1.0,Negative,Negative,Positive
The filter did not flow very well at all. It started out and would fill about 4 oz then dribble out. We sent it back.,1.0,Negative,Negative,Negative
excellent product.  Water flavor is ok.,5.0,Positive,Positive,Positive
The install went well.  Viewed some videos to get familiar with the process.  Has been working for several months so the product is doing it's job.,5.0,Positive,Positive,Positive
Muy bueno !!!,5.0,Positive,Positive,Positive
"Tried to install this as directed. Did not hear a &#34;click&#34; as instructions said. I might have over tightened it trying to install as instructed. Upshot is, now my water filter and ice maker are BROKEN and I will have to pay a repairman to fix my fridge. I tried putting back the old official GE filter, but no luck. No water and no ice. In the meantime I'm back to using Britta filter jugs and ice trays. Tried to save some money and now will be paying thru the nose for my trouble.",1.0,Negative,Negative,Negative
The product was very solid however the it was so tightly coiled that it was difficult to install correctly due to the twisting. Needed to stretch out for a day or two before installing.,3.0,Neutral,Positive,Positive
"I have been using the Solofil coffee pods for my coffee for years.  They are the only ones I will use.  We use the paper filters with them and get a perfect cup of coffee, every time!",5.0,Positive,Positive,Positive
"I purchased this in July of 2020. It worked well for a while, but within about six months it began to be much less reliable. It often makes screeching noises. It will stop making ice and tell me it needs water (the color of the front button indicates no water,) but it will have a full side tank. I have to empty it and clean it every 2-3 days (an hour+ long process.) It's nearly impossible to keep mold from growing inside the tank. To clean the holding tank, you have to take the whole unit apart. It seems every week I'm searching YouTube for how-to videos regarding this ice machine. For a $500 machine, it should be higher quality, in my opinion. I hope Opal/GE has worked out the kinks with the newer models. I'm not sure I'd buy this one if I had it to do over again. I love Sonic style ice, but it would be easier to just go buy it.",2.0,Negative,Negative,Negative
"This was great for the year that it worked. 13 months into use, it simply stopped working. We worked with Opal support, even paying them $250 for to attempt the repair unsuccessfully.<br /><br />I will not buy anything from GE again after this experience.",1.0,Negative,Negative,Negative
Sure the ice is great but we are on our second machine. The first one squealed and then stopped working all together. After waiting around a month for the replacement this one isn’t much better. It doesn’t squeal but it is way louder then it should be. Not worth the money and we will be contacting Amazon for a return.,1.0,Negative,Negative,Negative
"I have now gone through warranty 3 times on this machine. Support is great and they quickly replace, however this machine just doesn’t last. Each unit survived around 3 months before going into fault mode.",1.0,Negative,Negative,Negative
